Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;Polio;Diphtheria;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt
Austria;European Union;2009;Yes;3.7;4.5;11.87;83;64;83;83;25.4;0.08;42655;8.34;1.7;1.9;11.7;80.3;elevada;moderada;elevada;elevada
Serbia;Rest of Europe;2007;No;7;8.1;9.42;99;96;93;94;25.6;0.02;4968;7.38;2.4;2.4;10.2;73.6;alta;alta;alta;alta
Honduras;Central America and Caribbean;2012;No;18.4;21.5;2.71;97;83;98;97;26.3;0.07;2207;8.64;2.2;2.1;5.5;73.8;alta;elevada;alta;alta
Dominican Republic;Central America and Caribbean;2006;No;29.5;36;5.84;84;83;88;89;25.5;0.7;5007;9.22;3.5;3.4;7.1;71;elevada;elevada;elevada;elevada
Zambia;Africa;2012;No;49.1;74.7;2.78;78;40;70;78;22.3;5.26;1298;14.47;6.5;6.3;6.7;58.5;elevada;baixa;elevada;elevada
Brunei Darussalam;Asia;2014;No;8.6;10.4;0.67;99;96;99;99;26.9;0.1;31679;0.41;5.7;5.2;9;75.2;alta;alta;alta;alta
Ethiopia;Africa;2007;No;62.8;97;0.31;47;64;61;50;20.2;0.52;363;80.67;11.3;11;2.1;58.5;baixa;moderada;moderada;moderada
Sao Tome and Principe;Central America and Caribbean;2010;No;27.6;36.1;5;98;71;98;98;24.4;0.31;1402;0.18;6.1;6;4.9;67.4;alta;elevada;alta;alta
Switzerland;Rest of Europe;2015;Yes;3.7;4.3;9.62;88;87;96;97;25.2;0.05;84776;8.28;0.4;0.3;13.4;82.9;elevada;elevada;alta;alta
Albania;Rest of Europe;2014;No;8.8;9.9;4.1;98;98;98;98;26.5;0.03;3856;2.89;1.2;1.3;9.7;77.8;alta;alta;alta;alta
Kiribati;Oceania;2002;No;50;65.5;0.51;79;35;96;77;28.9;0.17;1537;0.09;0.2;0.2;7;63.7;elevada;baixa;alta;elevada
Kiribati;Oceania;2012;No;47.8;62.1;0.38;94;80;92;94;29.7;0.17;1415;0.11;0.1;0.1;7.9;66.4;alta;elevada;alta;alta
Cameroon;Africa;2012;No;64.2;101.3;6.42;85;64;85;85;24.1;1.55;1278;21.49;5.9;5.9;5.7;56.1;elevada;moderada;elevada;elevada
Lao PDR;Asia;2014;No;43.8;56.3;6.74;88;65;88;88;22.7;0.16;2025;6.64;8.9;9;5;66.1;elevada;moderada;elevada;elevada
Guatemala;Central America and Caribbean;2015;No;23.7;28.3;1.65;74;83;69;74;26.5;0.03;3995;15.57;1.2;1.2;6.3;73.3;elevada;elevada;moderada;elevada
Algeria;Africa;2003;No;31.3;36.5;0.33;81;96;87;87;24.5;0.01;3490;32.26;6.3;6.1;6.5;72.1;elevada;alta;elevada;elevada
Moldova;Rest of Europe;2009;No;15;17.4;6.24;89;92;87;85;26.6;0.43;2103;2.86;2.9;3.1;11;69.1;elevada;alta;elevada;elevada
Estonia;European Union;2003;Yes;6.7;8.5;11.64;93;96;95;94;25.7;0.08;12362;1.37;2.2;2.3;11.9;71.3;alta;alta;alta;alta
Qatar;Middle East;2015;No;6.7;7.8;1.03;99;91;99;99;29.1;0.06;63039;2.57;5.2;4.9;9.8;79.8;alta;alta;alta;alta
Madagascar;Africa;2000;No;67.5;105.4;1.17;61;64;58;57;20.6;0.02;488;15.77;8.7;8.6;5.2;58.5;moderada;moderada;moderada;moderada
Egypt Arab Rep;Africa;2010;No;24;28.7;0.21;97;64;97;97;28.8;0.13;3485;82.76;3;2.9;6.5;70.3;alta;moderada;alta;alta
Guyana;South America;2005;No;33.4;41.4;5.84;93;72;93;93;25.2;0.85;3944;0.75;5.7;5.5;7.9;66.7;alta;elevada;alta;alta
Tajikistan;Asia;2009;No;38.1;44.3;0.66;93;93;93;93;25.1;0.17;752;7.36;3.7;3.8;10.9;68.4;alta;alta;alta;alta
Mauritania;Africa;2015;No;55;82.7;0;73;64;67;73;24.9;0.15;1524;4.05;7.8;7.5;4.3;63.9;elevada;moderada;moderada;elevada
Kazakhstan;Asia;2012;No;14.6;16.3;3.73;95;97;98;99;26.1;0.13;9824;16.79;2.4;2.5;11.5;69.5;alta;alta;alta;alta
Papua New Guinea;Oceania;2001;No;52.8;69.9;0.65;59;65;52;55;24.2;0.61;1842;5.97;1.5;1.5;3.3;59.5;moderada;moderada;moderada;moderada
Guinea-Bissau;Africa;2009;No;75.9;120.2;2.89;80;64;78;80;23;2.55;574;1.48;8.3;8.1;2.5;54.1;elevada;moderada;elevada;elevada
Bahrain;Middle East;2002;No;10;11.6;1.87;98;97;98;98;25.4;0.05;22258;0.74;6.2;5.9;8.4;74.8;alta;alta;alta;alta
Norway;Rest of Europe;2013;Yes;2.4;2.9;6.21;88;91;94;94;26.5;0.04;73047;5.08;0.8;0.7;12.7;81.8;elevada;alta;alta;alta
Sri Lanka;Asia;2003;No;13;15.1;1.69;86;90;98;99;21.8;0.02;2037;19.22;15.4;15.5;10.2;73.8;elevada;alta;alta;alta
Peru;South America;2000;No;29.3;38.2;4.76;84;51;93;98;25;0.19;3304;26.46;1.4;1.4;8;71.1;elevada;moderada;alta;alta
Mauritania;Africa;2010;No;61.2;95.6;0;64;64;52;64;24.6;0.19;1417;3.49;8.7;8.5;3.8;62.5;moderada;moderada;moderada;moderada
Kenya;Africa;2004;No;50.8;81;0.69;73;28;73;73;22.3;3.45;1160;35.64;8.7;8.6;5.7;53.5;elevada;baixa;elevada;elevada
Micronesia Fed Sts;Oceania;2000;No;30.8;37.8;2.23;87;65;85;85;28.8;0.17;2895;0.11;0.3;0.3;4.8;64.6;elevada;moderada;elevada;elevada
United Kingdom;Rest of Europe;2001;Yes;5.5;6.4;11.31;88;86;91;91;26.4;0.08;39888;59.12;0.7;0.5;11.8;78;elevada;elevada;alta;alta
Lithuania;European Union;2010;Yes;4.9;6;13.22;94;95;95;95;26.3;0.08;11107;3.1;2.8;2.8;11.6;73.3;alta;alta;alta;alta
Australia;Oceania;2012;Yes;3.6;4.3;10.03;91;91;92;92;27;0.05;55255;22.73;0.6;0.6;12.6;82;alta;alta;alta;alta
Barbados;Central America and Caribbean;2005;No;14.4;15.7;7.84;92;98;91;92;26.9;0.55;16952;0.28;4;4;9.2;77.9;alta;alta;alta;alta
Togo;Africa;2005;No;66.3;103.1;1.84;81;64;80;82;22.6;1.78;468;5.61;8.4;8.3;4.2;54.6;elevada;moderada;elevada;elevada
Uruguay;South America;2012;No;8.6;10;6.55;95;93;95;95;26.9;0.24;14541;3.38;1.5;1.5;8.5;77;alta;alta;alta;alta
Thailand;Asia;2012;No;10.6;12.4;7.1;98;91;99;99;24;0.2;5531;67.84;8;8.1;7.7;75;alta;alta;alta;alta
Georgia;Rest of Europe;2010;No;12.7;14.2;7.72;95;84;88;92;26.8;0.12;3101;3.79;2.6;2.8;12.2;71.5;alta;elevada;elevada;alta
Jordan;Middle East;2010;No;17.2;20.1;0.46;98;95;98;98;28.5;0.13;4644;7.26;3.8;3.8;9.8;73.4;alta;alta;alta;alta
Cameroon;Africa;2004;No;79.7;130.6;4.69;81;64;72;73;23.5;2.99;1224;17.26;7;7.1;5.1;52.3;elevada;moderada;elevada;elevada
Jamaica;Central America and Caribbean;2007;No;16.5;19.2;3.31;92;84;94;92;26.5;0.67;5308;2.77;1.9;1.7;8.4;74.1;alta;elevada;alta;alta
Bolivia;South America;2006;No;40.8;52.9;3.13;83;83;82;83;25.4;0.19;2251;9.4;1.3;1.2;7.3;65.9;elevada;elevada;elevada;elevada
Belarus;Rest of Europe;2005;No;6.7;8.7;11.19;99;98;98;99;26;0.14;3880;9.66;2.3;2.5;9.3;68.9;alta;alta;alta;alta
Malta;European Union;2003;Yes;6.3;7.2;6.54;89;59;94;94;27;0.08;17747;0.4;0.7;0.7;8.5;78.5;elevada;moderada;alta;alta
Mali;Africa;2003;No;93.3;168.3;0.56;79;64;67;63;21.9;0.86;678;11.98;1.3;1.2;1.5;50.4;elevada;moderada;moderada;moderada
Vietnam;Asia;2013;No;17.8;22.2;2.68;59;65;93;59;21.5;0.13;2315;90.75;14.3;14.9;7.9;75;moderada;moderada;alta;moderada
Kenya;Africa;2010;No;39.3;57.4;1.52;90;28;90;90;22.8;2.04;1326;42.03;8.2;8;6.1;61;alta;baixa;alta;alta
Barbados;Central America and Caribbean;2006;No;14.3;15.6;8.12;84;94;85;84;27;0.52;17914;0.28;4;3.9;9.2;78;elevada;alta;elevada;elevada
Algeria;Africa;2006;No;27.6;32.1;0.38;80;98;95;95;24.7;0.02;3760;33.64;6.1;6;7;73.5;elevada;alta;alta;alta
Denmark;European Union;2003;Yes;4.5;5.4;11.53;88;88;96;96;25.1;0.04;49600;5.39;1.2;1;12.8;77.1;elevada;elevada;alta;alta
Malaysia;Asia;2009;No;6.9;8.1;0.5;96;95;97;97;24.9;0.18;7809;27.74;8.3;8.2;9.6;74.3;alta;alta;alta;alta
India;Asia;2008;No;49.4;64.6;1.92;29;33;69;70;21.2;0.12;1093;1200.67;27;27.9;5.2;65.8;baixa;baixa;moderada;elevada
Sao Tome and Principe;Central America and Caribbean;2000;No;54.3;82;5.07;70;71;87;82;23.5;1.31;1081;0.14;8;8.1;4.2;61.4;elevada;elevada;elevada;elevada
Barbados;Central America and Caribbean;2010;No;13.8;15;8.66;86;96;90;86;27.3;0.38;16784;0.28;3.8;3.8;9.4;78.4;elevada;alta;alta;elevada
Cameroon;Africa;2003;No;81.7;134;4.6;81;64;72;73;23.4;3.26;1175;16.8;7.2;7.3;5.1;51.9;elevada;moderada;elevada;elevada
Ukraine;Rest of Europe;2004;No;13;15.1;6.51;98;97;99;99;25.9;0.44;2065;47.45;2.7;2.8;10.7;68.2;alta;alta;alta;alta
Gabon;Africa;2003;No;50.2;77.8;6.41;70;64;44;45;24;3;7647;1.32;7.5;7.4;6.6;57.8;elevada;moderada;baixa;baixa
Germany;European Union;2003;Yes;4.1;5;11.92;90;83;96;97;26;0.08;34620;82.53;1.1;1.1;12.5;78.4;alta;elevada;alta;alta
Sao Tome and Principe;Central America and Caribbean;2005;No;39.3;55.5;5.5;96;71;97;97;24;0.62;1206;0.16;7;7;4.5;64.7;alta;elevada;alta;alta
Malawi;Africa;2001;No;92.9;160.5;1.3;79;64;86;90;21.8;8.8;273;11.43;7.9;7.7;3.1;45.2;elevada;moderada;elevada;alta
Solomon Islands;Oceania;2003;No;24.9;29.8;1.2;79;65;84;84;25.2;0.17;1706;0.45;1.3;1.3;4.7;68.5;elevada;moderada;elevada;elevada
Guinea;Africa;2008;No;77.6;123.3;0.21;57;64;59;60;22.5;1.02;696;9.74;8.6;8.6;1.6;55.6;moderada;moderada;moderada;moderada
Barbados;Central America and Caribbean;2013;No;13.5;14.6;9.05;91;89;91;91;27.5;0.31;16232;0.28;3.8;3.8;10.5;78.6;alta;elevada;alta;alta
Spain;European Union;2007;Yes;3.6;4.4;11.05;96;95;96;96;26.2;0.09;27219;45.23;0.6;0.5;9.1;80.9;alta;alta;alta;alta
St, Lucia;Central America and Caribbean;2007;No;16.4;18.8;12.59;99;83;99;99;28.2;0.4;10174;0.17;4.3;4.4;7.7;74.4;alta;elevada;alta;alta
Kazakhstan;Asia;2005;No;27.3;31;6.57;94;96;99;98;25.8;0.07;7155;15.15;2.4;2.5;11.7;65.9;alta;alta;alta;alta
El Salvador;Central America and Caribbean;2002;No;24.7;29.6;2.85;81;81;81;81;26.2;0.37;3029;5.96;2;1.9;5.5;69.4;elevada;elevada;elevada;elevada
Australia;Oceania;2005;Yes;4.8;5.7;10.3;95;85;92;92;26.7;0.05;50333;20.39;0.7;0.6;11.7;80.8;alta;elevada;alta;alta
Portugal;European Union;2001;Yes;5.1;6.6;12.63;70;56;96;97;25.6;0.22;19026;10.36;0.8;0.6;6.9;76.8;elevada;moderada;alta;alta
Eritrea;Africa;2010;No;39;55.1;1.13;95;88;95;90;20.5;0.25;654;3.17;8.9;8.8;3.9;62.2;alta;elevada;alta;alta
Uzbekistan;Asia;2001;No;48.4;57.4;2.92;99;98;99;99;24.9;0.02;1313;24.96;3.4;3.3;9.2;67.4;alta;alta;alta;alta
Tajikistan;Asia;2007;No;41.7;48.8;0.54;84;90;85;86;24.8;0.1;699;7.06;3.8;3.8;10.5;67.4;elevada;alta;elevada;elevada
Canada;North America;2013;Yes;4.8;5.5;8.2;55;86;91;91;26.9;0.1;42846;35.08;0.5;0.5;12.9;81.7;moderada;elevada;alta;alta
Uganda;Africa;2011;No;47;71.6;8.79;82;64;79;82;22;2.89;814;33.48;5.9;5.9;5.4;58.1;elevada;moderada;elevada;elevada
Slovenia;European Union;2009;Yes;2.8;3.4;10.52;88;98;96;96;26;0.03;20428;2.04;1.7;1.7;12.1;79;elevada;alta;alta;alta
Djibouti;Africa;2008;No;65.9;81.2;0.49;88;82;89;89;23.8;0.5;1224;0.82;5.7;5.6;3.9;59.1;elevada;elevada;elevada;elevada
Antigua and Barbuda;Central America and Caribbean;2005;No;10.6;12.9;7.44;99;46;98;99;25.6;0.1;15122;0.08;3.5;3.4;9.1;75;alta;baixa;alta;alta
Eswatini;Africa;2003;No;69.8;119.2;5.62;90;99;87;85;25.7;20.22;2662;1.02;8.2;8.4;3.4;43.4;alta;alta;elevada;elevada
Slovenia;European Union;2000;Yes;4.6;5.5;12.8;88;98;93;91;25.4;0.02;16241;1.99;2.2;2.3;11.6;75.4;elevada;alta;alta;alta
Estonia;European Union;2013;Yes;2.8;3.6;17.75;93;92;94;94;26.3;0.08;16553;1.32;1.9;1.9;12.6;77.1;alta;alta;alta;alta
Kyrgyz Republic;Asia;2001;No;40.6;47.4;5.7;57;65;99;99;24.8;0.03;749;4.95;3.6;3.6;9.9;68.7;moderada;moderada;alta;alta
Mauritius;Africa;2013;No;13.1;15;3.17;98;85;98;98;25.1;0.81;8647;1.26;7;7;8.9;74;alta;elevada;alta;alta
New Zealand;Oceania;2006;Yes;5.4;6.5;9.36;87;86;89;89;27.3;0.03;35625;4.18;0.3;0.3;11.7;80;elevada;elevada;elevada;elevada
Ghana;Africa;2007;No;52.1;78;0.67;94;55;94;94;23.4;1.15;1240;22.96;7.7;7.6;6.5;59.7;alta;moderada;alta;alta
Afghanistan;Asia;2001;No;87.9;125.2;0.02;63;13;35;33;21.8;0.02;163;21.61;2.1;2.4;2.2;56.3;moderada;baixa;baixa;baixa
Ireland;European Union;2007;Yes;3.9;4.6;13.17;95;86;92;92;26.9;0.06;51625;4.4;0.3;0.2;11.9;79.6;alta;elevada;alta;alta
Moldova;Rest of Europe;2000;No;26.2;31.5;6.76;92;92;97;95;25.9;0.23;1338;2.92;3.6;3.7;9;67;alta;alta;alta;alta
Rwanda;Africa;2000;No;109.5;185.2;8.71;91;87;90;90;20.9;3.17;345;7.93;7.6;7.7;2.3;48.6;alta;elevada;alta;alta
Suriname;South America;2008;No;21.7;24.4;4.82;84;16;85;85;26;0.71;8445;0.52;3.5;3.4;7.7;69.9;elevada;baixa;elevada;elevada
Gambia;Africa;2007;No;50;83.8;3.19;97;64;94;95;23;1.37;686;1.64;8.8;8.7;2.5;58.7;alta;moderada;alta;alta
Israel;Middle East;2000;Yes;5.6;6.9;2.58;98;97;93;93;26.1;0.08;28748;6.29;1.1;1.1;12;79;alta;alta;alta;alta
Solomon Islands;Oceania;2004;No;24.7;29.6;1.21;81;65;89;90;25.3;0.17;1774;0.46;1.3;1.3;4.8;68.8;elevada;moderada;elevada;alta
Botswana;Africa;2011;No;41.1;51.9;6.24;95;84;96;95;24.2;7.61;5899;2.02;7.7;7.4;8.9;61.9;alta;elevada;alta;alta
Brazil;South America;2004;No;23.5;26.5;6.7;96;68;99;99;25.2;0.25;7206;184.01;3.2;3.2;6.2;71.5;alta;moderada;alta;alta
Brunei Darussalam;Asia;2006;No;7.7;9.5;0.63;99;94;94;97;25.9;0.1;35456;0.37;6.3;5.8;8.5;74.2;alta;alta;alta;alta
Moldova;Rest of Europe;2012;No;14.2;16.5;8.3;94;92;92;92;26.8;0.39;2374;2.86;2.7;2.9;11.4;70.6;alta;alta;alta;alta
Bhutan;Asia;2004;No;47.2;61.2;0.97;89;77;90;89;22.7;0.23;1410;0.64;18;18.8;2.3;64.5;elevada;elevada;alta;elevada
Yemen Rep;Middle East;2015;No;46.1;60.7;0.03;69;95;63;69;23.7;0.03;1602;26.5;13.6;13.4;3;66.1;moderada;alta;moderada;moderada
Eritrea;Africa;2013;No;35.8;49.5;1.03;94;88;94;94;20.6;0.16;761;3.34;8.6;8.4;3.9;63.7;alta;elevada;alta;alta
Iraq;Middle East;2003;No;33.7;41.8;0.083;63;45;73;75;27.3;0.13;2352;25.64;5.5;5.2;5.5;68.6;moderada;baixa;elevada;elevada
Zambia;Africa;2015;No;46.9;67.7;3.5;90;47;90;90;22.5;4.48;1338;15.88;6.3;6.1;6.9;61.7;alta;baixa;alta;alta
Madagascar;Africa;2001;No;64.9;100.8;1.05;61;64;60;60;20.7;0.03;501;16.26;8.6;8.5;5.2;59.1;moderada;moderada;moderada;moderada
St Vincent and the Grenadines;Central America and Caribbean;2002;No;19.1;21.9;5.21;99;83;99;99;25.7;0.4;5706;0.11;3.9;3.8;7.7;71;alta;elevada;alta;alta
Kazakhstan;Asia;2015;No;10.6;11.9;3.33;98;98;98;98;26.3;0.14;10511;17.54;2.4;2.5;11.7;72;alta;alta;alta;alta
Denmark;European Union;2001;Yes;4.7;5.6;11.54;88;87;97;97;25;0.04;49470;5.36;1.3;1;11.4;76.8;elevada;elevada;alta;alta
Mauritius;Africa;2000;No;16.6;18.8;4.58;88;80;88;88;24.5;1.21;5534;1.19;8.1;8.1;6.2;71.7;elevada;elevada;elevada;elevada
Serbia;Rest of Europe;2015;No;5.4;6.3;7.2;94;86;95;95;26;0.02;5589;7.1;2;2;11;75.3;alta;elevada;alta;alta
Peru;South America;2005;No;20.6;26.5;4.65;94;52;66;77;25.5;0.2;3868;27.87;1.3;1.3;8.7;72.9;alta;moderada;moderada;elevada
Solomon Islands;Oceania;2013;No;20.5;24.2;0.94;94;65;85;94;26;0.17;2232;0.57;1.1;1.2;5.3;71.6;alta;moderada;elevada;alta
United Kingdom;Rest of Europe;2003;Yes;5.3;6.2;11.28;88;86;91;91;26.5;0.08;41598;59.65;0.7;0.5;12;78.4;elevada;elevada;alta;alta
Mauritania;Africa;2013;No;57.5;87.7;0;80;64;80;80;24.8;0.16;1470;3.82;8.1;7.9;4.1;63.4;elevada;moderada;elevada;elevada
Belgium;European Union;2011;Yes;3.6;4.4;10.14;97;83;98;98;26;0.08;39929;11.04;0.9;0.9;11.2;80.6;alta;elevada;alta;alta
Paraguay;South America;2015;No;19;22.3;5.21;93;72;93;93;26.6;0.14;5414;6.69;2;1.9;8.5;73.7;alta;elevada;alta;alta
Cuba;Central America and Caribbean;2009;No;5.2;6.5;3.97;96;95;99;96;25.2;0.15;6601;11.23;3.4;3.2;10.8;78.3;alta;alta;alta;alta
Malta;European Union;2011;Yes;5.8;6.6;6.89;82;85;96;96;27.1;0.08;20566;0.42;0.8;0.7;10.5;80.7;elevada;elevada;alta;alta
Kyrgyz Republic;Asia;2004;No;35.6;41.1;6.65;99;65;98;99;25.1;0.08;831;5.1;3.4;3.4;10.1;68.2;alta;moderada;alta;alta
Belgium;European Union;2005;Yes;4;4.9;12.21;77;79;97;97;25.7;0.08;38426;10.48;0.8;0.8;10.7;79;elevada;elevada;alta;alta
Bulgaria;European Union;2001;Yes;13.8;16.7;11.07;93;85;94;94;25.3;0.02;3937;8.01;2.4;2.5;9.9;71.8;alta;elevada;alta;alta
Slovenia;European Union;2001;Yes;4.3;5.2;11.58;88;98;93;92;25.4;0.02;16737;1.99;2.2;2.2;11.5;75.8;elevada;alta;alta;alta
Guinea;Africa;2000;No;99.9;164.2;0.18;57;64;47;46;21.8;1.34;628;8.24;1.3;1.3;1.5;51.2;moderada;moderada;baixa;baixa
Bolivia;South America;2005;No;43.1;56.2;2.8;85;83;84;85;25.3;0.19;2186;9.23;1.3;1.2;7;65.3;elevada;elevada;elevada;elevada
Saudi Arabia;Middle East;2001;No;17.7;20.7;0.049;95;96;97;97;27.6;0.13;17032;21.2;7.3;7.3;6.8;72.8;alta;alta;alta;alta
Micronesia Fed Sts;Oceania;2015;No;24.2;28.9;1.59;78;65;71;72;29.6;0.17;2907;0.11;0.2;0.2;8;67.3;elevada;moderada;elevada;elevada
Morocco;Africa;2011;No;25.3;29.5;0.46;98;68;98;99;25.5;0.05;2631;32.78;6.3;6.2;4.4;74.7;alta;moderada;alta;alta
Montenegro;Rest of Europe;2004;No;9.9;11.4;10.12;91;95;92;91;25.6;0.02;4819;0.61;2.3;2.4;10.4;73.4;alta;alta;alta;alta
Hungary;European Union;2012;Yes;4.8;5.7;11.13;88;99;99;99;27;0.08;11470;9.92;1.7;1.7;12.2;75.1;elevada;alta;alta;alta
Benin;Africa;2000;No;85;136.8;1.44;73;83;78;78;22.1;1.03;906;6.87;9.7;9.6;2.6;55.4;elevada;elevada;elevada;elevada
Vanuatu;Oceania;2011;No;24.5;29.3;1.82;63;65;75;65;26;0.17;2867;0.24;1.5;1.4;6.7;69.3;moderada;moderada;elevada;moderada
Belize;Central America and Caribbean;2014;No;13.9;16.1;6.73;95;92;95;95;28.8;0.39;4770;0.35;3.4;3.4;10.5;73.8;alta;alta;alta;alta
Samoa;Oceania;2003;No;16.8;19.7;4.16;83;65;90;83;30.8;0.17;3590;0.18;0.2;0.2;9.2;69.8;elevada;moderada;alta;elevada
Lesotho;Africa;2001;No;70.5;108.8;2.85;79;46;78;78;24.1;17.55;739;2.04;11.1;11.1;5;46.2;elevada;baixa;elevada;elevada
Singapore;Asia;2002;No;2.6;3.4;2.16;95;96;94;94;23.5;0.15;34599;4.18;2.1;2;9.5;78.6;alta;alta;alta;alta
Bolivia;South America;2001;No;53.1;71.3;2.19;77;83;71;71;24.8;0.22;2054;8.58;1.5;1.4;7.3;63.1;elevada;elevada;elevada;elevada
Russian Federation;Rest of Europe;2014;No;7.2;8.9;8.86;97;97;97;97;26.2;0.08;9521;143.82;2.3;2.3;11.9;70.7;alta;alta;alta;alta
Seychelles;Africa;2003;No;11.8;13.7;7.35;99;99;99;99;25.7;3.5;10198;0.08;6.1;6.5;7.6;71;alta;alta;alta;alta
Lebanon;Middle East;2012;No;8;9.3;1.24;81;68;80;81;27.3;0.04;8434;5.54;4.8;4.8;8.1;78.6;elevada;moderada;elevada;elevada
Chad;Africa;2012;No;80.6;139.8;0.63;40;64;51;40;21.7;0.54;738;12.78;9;8.9;2.1;51.9;baixa;moderada;moderada;baixa
Belgium;European Union;2008;Yes;3.8;4.6;10.51;98;81;99;99;25.9;0.08;40152;10.71;0.8;0.8;11;79.7;alta;elevada;alta;alta
Dominican Republic;Central America and Caribbean;2004;No;30.1;36.9;5.31;82;83;66;79;25.3;0.79;4305;8.97;3.6;3.5;6.9;70.5;elevada;elevada;moderada;elevada
Botswana;Africa;2013;No;39.4;49.6;5.07;95;83;96;95;24.2;6.07;6705;2.06;7;6.7;9.1;65;alta;elevada;alta;alta
Burkina Faso;Africa;2000;No;90.9;178.9;4.51;86;31;45;45;20.9;0.89;440;11.61;11.4;11.1;1.2;50.5;elevada;baixa;baixa;baixa
Brunei Darussalam;Asia;2012;No;8.2;10;0.96;99;96;92;99;26.7;0.1;34097;0.4;5.8;5.3;8.9;75;alta;alta;alta;alta
Botswana;Africa;2014;No;40.1;50.2;6.04;95;85;96;95;24.3;5.9;6896;2.09;6.7;6.4;9.2;66.3;alta;elevada;alta;alta
United Kingdom;Rest of Europe;2014;Yes;3.9;4.5;9.45;88;86;95;95;27.1;0.08;44596;64.6;0.8;0.5;12.7;81.3;elevada;elevada;alta;alta
United States;North America;2014;Yes;5.9;6.9;8.78;92;86;93;95;28.8;0.12;55675;318.39;0.8;0.6;13.3;78.8;alta;elevada;alta;alta
Cabo Verde;Africa;2002;No;26.3;31.6;3.87;40;96;92;91;23.5;0.39;2053;0.44;9.2;9.1;3.8;69.6;baixa;alta;alta;alta
Luxembourg;European Union;2003;Yes;3.1;3.8;12.52;95;86;99;98;25.7;0.07;97598;0.45;1;0.9;10.9;77.7;alta;elevada;alta;alta
Chile;South America;2006;No;7.6;9;7.33;95;95;94;94;27.1;0.15;10714;16.35;0.9;0.9;9.5;77.9;alta;alta;alta;alta
Cambodia;Asia;2008;No;43.2;51.3;1.35;91;49;91;91;21.4;0.22;867;13.88;11.2;11.4;3.9;65.4;alta;baixa;alta;alta
Iceland;Rest of Europe;2005;Yes;2.6;3.2;7.05;88;90;95;95;25.8;0.03;48851;0.3;0.9;0.9;10;81.5;elevada;alta;alta;alta
Myanmar;Asia;2004;No;59.1;79.7;0.64;74;63;92;82;21.6;0.49;481;48.56;13.3;13.6;3.5;61.3;elevada;moderada;alta;elevada
Bulgaria;European Union;2009;Yes;9.3;11.1;10.53;96;93;94;94;25.9;0.03;6289;7.44;2;2.1;10.6;73.4;alta;alta;alta;alta
Russian Federation;Rest of Europe;2005;No;11.1;13.8;11.59;97;97;98;98;26;0.08;7323;143.52;2.4;2.7;11.4;65.5;alta;alta;alta;alta
Norway;Rest of Europe;2000;Yes;3.9;4.9;5.67;88;90;91;90;25.6;0.03;67438;4.49;0.8;0.7;12;78.6;elevada;alta;alta;alta
Iran Islamic Rep;Middle East;2013;No;14.4;16.8;0.01;99;65;98;98;26;0.05;5157;76.48;8.2;8.3;9.8;75.2;alta;moderada;alta;alta
Chad;Africa;2006;No;90.8;163.3;0.49;27;64;49;40;21.4;0.91;657;10.46;1.3;1.2;1.6;48.9;baixa;moderada;baixa;baixa
Liberia;Africa;2012;No;68.3;94.2;3.75;80;64;80;80;23.9;3.5;713;4.14;7;6.9;4.3;60.7;elevada;moderada;elevada;elevada
Yemen Rep;Middle East;2000;No;68.8;95;0.07;14;95;74;74;22.3;0.02;2384;17.41;14.1;14.1;1.2;60.7;baixa;alta;elevada;elevada
Croatia;European Union;2012;Yes;4.4;5.2;10.58;98;97;96;96;26.9;0.02;11547;4.27;1.5;1.5;11;76.9;alta;alta;alta;alta
Liberia;Africa;2008;No;77.2;108.2;3.9;64;64;79;75;23.7;3.5;626;3.61;7.7;7.6;4;58.2;moderada;moderada;elevada;elevada
Iceland;Rest of Europe;2000;Yes;3.2;4.1;6.14;88;91;98;98;25.5;0.02;42175;0.28;1;0.9;9.4;79.7;elevada;alta;alta;alta
Saudi Arabia;Middle East;2012;No;9.3;10.8;0;98;98;98;98;28.2;0.13;20250;29.15;7.5;7.4;9.4;74.3;alta;alta;alta;alta
Algeria;Africa;2004;No;30.1;35.1;0.45;81;94;86;86;24.6;0.02;3593;32.69;6.2;6.1;6.7;72.6;elevada;alta;elevada;elevada
Haiti;Central America and Caribbean;2000;No;74.5;103.9;3.63;60;83;50;41;23.3;1.46;1316;8.46;4.8;4.8;3.8;57.1;moderada;elevada;moderada;baixa
Russian Federation;Rest of Europe;2002;No;13.8;17.2;10.87;81;93;97;97;25.8;0.08;5910;145.31;2.7;2.9;11.4;65.1;elevada;alta;alta;alta
Micronesia Fed Sts;Oceania;2011;No;26.8;32.3;1.87;83;65;83;84;29.4;0.17;3167;0.1;0.2;0.2;7.4;66.6;elevada;moderada;elevada;elevada
Cameroon;Africa;2001;No;85.8;140.9;4.38;81;64;61;63;23.1;3.91;1124;15.93;7.5;7.7;4.9;51.2;elevada;moderada;moderada;moderada
Indonesia;Asia;2010;No;27.9;33.8;0.08;83;74;82;81;22.5;0.21;2720;241.83;1.6;1.5;7.4;69.2;elevada;elevada;elevada;elevada
